InvoiceID,Branch,City,ProductLine,TotalAmount,Avg_Sales,Deviation
359-94-5395,B,Mandalay,"Health and beauty",97,323.6184,-0.70026426
436-54-4512,A,Yangon,"Food and beverages",96,322.7184,-0.70252703
290-68-2984,A,Yangon,"Home and lifestyle",100,336.6625,-0.70296662
602-80-9671,C,Naypyitaw,"Home and lifestyle",100,336.6625,-0.70296662
186-43-8965,A,Yangon,"Home and lifestyle",100,336.6625,-0.70296662
372-94-8041,A,Yangon,"Health and beauty",96,323.6184,-0.70335432
528-14-9470,A,Yangon,"Health and beauty",96,323.6184,-0.70335432
875-31-8302,B,Mandalay,"Sports and travel",98,332.0783,-0.70488888
737-88-5876,A,Yangon,"Home and lifestyle",98,336.6625,-0.70890729
512-91-0811,C,Naypyitaw,"Health and beauty",94,323.6184,-0.70953444
364-33-8584,B,Mandalay,"Food and beverages",93,322.7184,-0.71182306
460-35-4390,A,Yangon,"Home and lifestyle",97,336.6625,-0.71187762
450-28-2866,C,Naypyitaw,"Food and beverages",92,322.7184,-0.71492174
325-89-4209,A,Yangon,"Food and beverages",92,322.7184,-0.71492174
313-66-9943,B,Mandalay,"Food and beverages",92,322.7184,-0.71492174
848-24-9445,C,Naypyitaw,"Health and beauty",92,323.6184,-0.71571456
213-72-6612,A,Yangon,"Food and beverages",91,322.7184,-0.71802042
574-57-9721,C,Naypyitaw,"Food and beverages",91,322.7184,-0.71802042
115-38-7388,C,Naypyitaw,"Fashion accessories",86,305.0449,-0.71807429
211-30-9270,C,Naypyitaw,"Health and beauty",91,323.6184,-0.71880462
511-54-3087,B,Mandalay,"Sports and travel",93,332.0783,-0.71994557
321-49-7382,B,Mandalay,"Sports and travel",93,332.0783,-0.71994557
225-98-1496,C,Naypyitaw,"Fashion accessories",85,305.0449,-0.72135250
237-44-6163,A,Yangon,"Electronic accessories",89,319.6353,-0.72155766
565-91-4567,B,Mandalay,"Health and beauty",90,323.6184,-0.72189468
569-76-2760,A,Yangon,"Sports and travel",92,332.0783,-0.72295691
106-35-6779,A,Yangon,"Home and lifestyle",93,336.6625,-0.72375896
394-43-4238,B,Mandalay,"Home and lifestyle",93,336.6625,-0.72375896
779-06-0012,C,Naypyitaw,"Home and lifestyle",93,336.6625,-0.72375896
451-73-2711,C,Naypyitaw,"Food and beverages",89,322.7184,-0.72421777
586-25-0848,A,Yangon,"Sports and travel",91,332.0783,-0.72596824
784-08-0310,C,Naypyitaw,"Food and beverages",88,322.7184,-0.72731645
453-63-6187,B,Mandalay,"Electronic accessories",87,319.6353,-0.72781479
187-83-5490,A,Yangon,"Electronic accessories",87,319.6353,-0.72781479
219-61-4139,C,Naypyitaw,"Electronic accessories",87,319.6353,-0.72781479
280-35-5823,B,Mandalay,"Home and lifestyle",91,336.6625,-0.72969962
848-95-6252,C,Naypyitaw,"Home and lifestyle",91,336.6625,-0.72969962
390-31-6381,C,Naypyitaw,"Food and beverages",86,322.7184,-0.73351380
186-09-3669,C,Naypyitaw,"Health and beauty",86,323.6184,-0.73425491
865-41-9075,A,Yangon,"Food and beverages",85,322.7184,-0.73661248
512-98-1403,A,Yangon,"Electronic accessories",83,319.6353,-0.74032906
636-98-3364,B,Mandalay,"Electronic accessories",83,319.6353,-0.74032906
885-17-6250,A,Yangon,"Health and beauty",84,323.6184,-0.74043503
388-76-2555,B,Mandalay,"Sports and travel",86,332.0783,-0.74102493
173-50-1108,B,Mandalay,"Sports and travel",85,332.0783,-0.74403627
284-54-4231,C,Naypyitaw,"Sports and travel",85,332.0783,-0.74403627
679-22-6530,B,Mandalay,"Sports and travel",85,332.0783,-0.74403627
556-86-3144,C,Naypyitaw,"Fashion accessories",78,305.0449,-0.74429994
339-12-4827,B,Mandalay,"Fashion accessories",78,305.0449,-0.74429994
843-73-4724,A,Yangon,"Fashion accessories",78,305.0449,-0.74429994
563-36-9814,A,Yangon,"Electronic accessories",81,319.6353,-0.74658619
319-50-3348,B,Mandalay,"Home and lifestyle",85,336.6625,-0.74752163
226-31-3081,C,Naypyitaw,"Electronic accessories",80,319.6353,-0.74971475
172-42-8274,B,Mandalay,"Electronic accessories",80,319.6353,-0.74971475
860-73-6466,A,Yangon,"Sports and travel",83,332.0783,-0.75005895
359-90-3665,B,Mandalay,"Fashion accessories",76,305.0449,-0.75085635
343-87-0864,C,Naypyitaw,"Health and beauty",80,323.6184,-0.75279527
616-24-2851,B,Mandalay,"Fashion accessories",75,305.0449,-0.75413456
871-39-9221,C,Naypyitaw,"Electronic accessories",78,319.6353,-0.75597188
696-90-2548,A,Yangon,"Sports and travel",81,332.0783,-0.75608162
445-30-9252,A,Yangon,"Sports and travel",81,332.0783,-0.75608162
525-88-7307,B,Mandalay,"Sports and travel",80,332.0783,-0.75909296
585-90-0249,A,Yangon,"Electronic accessories",77,319.6353,-0.75910045
686-41-0932,B,Mandalay,"Fashion accessories",73,305.0449,-0.76069097
631-34-1880,C,Naypyitaw,"Food and beverages",77,322.7184,-0.76140189
227-50-3718,A,Yangon,"Health and beauty",77,323.6184,-0.76206544
578-80-7669,B,Mandalay,"Sports and travel",79,332.0783,-0.76210430
279-74-2924,B,Mandalay,"Electronic accessories",76,319.6353,-0.76222902
441-94-7118,A,Yangon,"Electronic accessories",76,319.6353,-0.76222902
316-68-6352,A,Yangon,"Food and beverages",76,322.7184,-0.76450057
285-68-5083,C,Naypyitaw,"Sports and travel",78,332.0783,-0.76511564
277-63-2961,B,Mandalay,"Sports and travel",78,332.0783,-0.76511564
665-32-9167,A,Yangon,"Health and beauty",76,323.6184,-0.76515550
593-95-4461,C,Naypyitaw,"Home and lifestyle",79,336.6625,-0.76534363
546-80-2899,A,Yangon,"Home and lifestyle",79,336.6625,-0.76534363
870-76-1733,A,Yangon,"Food and beverages",75,322.7184,-0.76759924
841-18-8232,B,Mandalay,"Food and beverages",75,322.7184,-0.76759924
835-16-0096,C,Naypyitaw,"Sports and travel",77,332.0783,-0.76812697
190-14-3147,B,Mandalay,"Health and beauty",75,323.6184,-0.76824556
400-60-7251,A,Yangon,"Home and lifestyle",78,336.6625,-0.76831396
239-48-4278,A,Yangon,"Food and beverages",74,322.7184,-0.77069792
333-23-2632,A,Yangon,"Health and beauty",74,323.6184,-0.77133562
821-07-3596,C,Naypyitaw,"Fashion accessories",69,305.0449,-0.77380379
732-67-5346,A,Yangon,"Food and beverages",72,322.7184,-0.77689527
549-96-4200,C,Naypyitaw,"Food and beverages",72,322.7184,-0.77689527
162-65-8559,C,Naypyitaw,"Food and beverages",72,322.7184,-0.77689527
881-41-7302,C,Naypyitaw,"Fashion accessories",68,305.0449,-0.77708200
151-33-7434,B,Mandalay,"Food and beverages",71,322.7184,-0.77999395
366-93-0948,A,Yangon,"Electronic accessories",70,319.6353,-0.78100041
794-42-3736,B,Mandalay,"Food and beverages",70,322.7184,-0.78309263
220-28-1851,A,Yangon,"Home and lifestyle",73,336.6625,-0.78316563
232-16-2483,C,Naypyitaw,"Sports and travel",72,332.0783,-0.78318366
838-78-4295,C,Naypyitaw,"Health and beauty",70,323.6184,-0.78369586
346-84-3103,B,Mandalay,"Electronic accessories",69,319.6353,-0.78412897
886-54-6089,A,Yangon,"Home and lifestyle",72,336.6625,-0.78613597
273-16-6619,B,Mandalay,"Home and lifestyle",70,336.6625,-0.79207663
278-97-7759,A,Yangon,"Electronic accessories",66,319.6353,-0.79351467
305-89-2768,B,Mandalay,"Home and lifestyle",69,336.6625,-0.79504697
347-56-2442,A,Yangon,"Home and lifestyle",69,336.6625,-0.79504697
428-83-5800,C,Naypyitaw,"Food and beverages",66,322.7184,-0.79548734
650-98-6268,B,Mandalay,"Food and beverages",66,322.7184,-0.79548734
275-28-0149,A,Yangon,"Sports and travel",67,332.0783,-0.79824035
652-49-6720,C,Naypyitaw,"Electronic accessories",64,319.6353,-0.79977180
351-62-0822,B,Mandalay,"Fashion accessories",61,305.0449,-0.80002944
273-84-2164,C,Naypyitaw,"Electronic accessories",63,319.6353,-0.80290037
291-59-1384,B,Mandalay,"Electronic accessories",63,319.6353,-0.80290037
389-25-3394,C,Naypyitaw,"Electronic accessories",62,319.6353,-0.80602893
584-66-4073,C,Naypyitaw,"Fashion accessories",59,305.0449,-0.80658585
491-38-3499,A,Yangon,"Fashion accessories",58,305.0449,-0.80986406
443-60-9639,C,Naypyitaw,"Home and lifestyle",64,336.6625,-0.80989864
605-83-1050,B,Mandalay,"Fashion accessories",57,305.0449,-0.81314226
676-10-2200,B,Mandalay,"Fashion accessories",56,305.0449,-0.81642047
226-34-0034,B,Mandalay,"Electronic accessories",58,319.6353,-0.81854320
807-34-3742,A,Yangon,"Fashion accessories",55,305.0449,-0.81969867
885-56-0389,C,Naypyitaw,"Fashion accessories",55,305.0449,-0.81969867
790-38-4466,C,Naypyitaw,"Health and beauty",58,323.6184,-0.82077657
659-65-8956,B,Mandalay,"Fashion accessories",54,305.0449,-0.82297688
413-20-6708,C,Naypyitaw,"Fashion accessories",54,305.0449,-0.82297688
895-66-0685,B,Mandalay,"Food and beverages",57,322.7184,-0.82337543
462-78-5240,C,Naypyitaw,"Electronic accessories",56,319.6353,-0.82480033
238-45-6950,B,Mandalay,"Food and beverages",56,322.7184,-0.82647410
587-73-4862,A,Yangon,"Health and beauty",56,323.6184,-0.82695669
154-74-7179,B,Mandalay,"Sports and travel",57,332.0783,-0.82835373
471-06-8611,C,Naypyitaw,"Food and beverages",55,322.7184,-0.82957278
163-56-7055,C,Naypyitaw,"Fashion accessories",51,305.0449,-0.83281150
837-55-7229,B,Mandalay,"Fashion accessories",50,305.0449,-0.83608970
516-77-6464,C,Naypyitaw,"Health and beauty",53,323.6184,-0.83622686
664-14-2882,C,Naypyitaw,"Home and lifestyle",55,336.6625,-0.83663164
651-96-5970,A,Yangon,"Fashion accessories",49,305.0449,-0.83936791
825-94-5922,B,Mandalay,"Sports and travel",53,332.0783,-0.84039909
735-06-4124,C,Naypyitaw,"Food and beverages",51,322.7184,-0.84196749
605-03-2706,A,Yangon,"Health and beauty",50,323.6184,-0.84549704
318-81-2368,C,Naypyitaw,"Electronic accessories",49,319.6353,-0.84670029
169-52-4504,A,Yangon,"Electronic accessories",49,319.6353,-0.84670029
442-48-3607,A,Yangon,"Food and beverages",49,322.7184,-0.84816484
105-10-6182,A,Yangon,"Fashion accessories",45,305.0449,-0.85248073
470-31-3286,B,Mandalay,"Health and beauty",47,323.6184,-0.85476722
560-49-6611,A,Yangon,"Sports and travel",48,332.0783,-0.85545578
569-71-4390,B,Mandalay,"Sports and travel",46,332.0783,-0.86147845
324-92-3863,A,Yangon,"Electronic accessories",44,319.6353,-0.86234311
687-15-1097,C,Naypyitaw,"Health and beauty",44,323.6184,-0.86403740
504-35-8843,A,Yangon,"Sports and travel",45,332.0783,-0.86448979
722-13-2115,C,Naypyitaw,"Sports and travel",45,332.0783,-0.86448979
608-05-3804,B,Mandalay,"Electronic accessories",42,319.6353,-0.86860025
233-67-5758,C,Naypyitaw,"Health and beauty",42,323.6184,-0.87021752
575-67-1508,A,Yangon,"Electronic accessories",41,319.6353,-0.87172881
528-87-5606,B,Mandalay,"Electronic accessories",41,319.6353,-0.87172881
573-10-3877,B,Mandalay,"Health and beauty",41,323.6184,-0.87330757
622-20-1945,C,Naypyitaw,"Health and beauty",41,323.6184,-0.87330757
390-17-5806,C,Naypyitaw,"Food and beverages",40,322.7184,-0.87605293
449-27-2918,B,Mandalay,"Sports and travel",41,332.0783,-0.87653514
482-17-1179,A,Yangon,"Electronic accessories",38,319.6353,-0.88111451
729-46-7422,C,Naypyitaw,"Food and beverages",38,322.7184,-0.88225028
523-38-0215,C,Naypyitaw,"Home and lifestyle",39,336.6625,-0.88415698
649-29-6775,B,Mandalay,"Fashion accessories",35,305.0449,-0.88526279
574-31-8277,B,Mandalay,"Fashion accessories",35,305.0449,-0.88526279
320-85-2052,B,Mandalay,"Sports and travel",37,332.0783,-0.88858049
573-98-8548,C,Naypyitaw,"Fashion accessories",33,305.0449,-0.89181920
479-26-8945,B,Mandalay,"Sports and travel",35,332.0783,-0.89460317
318-12-0304,A,Yangon,"Fashion accessories",32,305.0449,-0.89509741
307-04-2070,A,Yangon,"Fashion accessories",32,305.0449,-0.89509741
545-46-3100,B,Mandalay,"Electronic accessories",33,319.6353,-0.89675734
727-02-1313,A,Yangon,"Food and beverages",33,322.7184,-0.89774367
242-55-6721,B,Mandalay,"Home and lifestyle",34,336.6625,-0.89900865
320-49-6392,C,Naypyitaw,"Electronic accessories",32,319.6353,-0.89988590
859-71-0933,C,Naypyitaw,"Sports and travel",33,332.0783,-0.90062585
488-25-4221,C,Naypyitaw,"Food and beverages",32,322.7184,-0.90084234
617-15-4209,C,Naypyitaw,"Health and beauty",32,323.6184,-0.90111811
549-23-9016,C,Naypyitaw,"Food and beverages",31,322.7184,-0.90394102
764-44-8999,B,Mandalay,"Health and beauty",31,323.6184,-0.90420817
421-95-9805,A,Yangon,"Electronic accessories",30,319.6353,-0.90614303
883-17-4236,C,Naypyitaw,"Sports and travel",30,332.0783,-0.90965986
296-11-7041,B,Mandalay,"Health and beauty",28,323.6184,-0.91347834
156-20-0370,B,Mandalay,"Electronic accessories",27,319.6353,-0.91552873
840-76-5966,A,Yangon,"Sports and travel",27,332.0783,-0.91869387
568-88-3448,A,Yangon,"Health and beauty",26,323.6184,-0.91965846
856-22-8149,A,Yangon,"Home and lifestyle",27,336.6625,-0.91980099
838-02-1821,C,Naypyitaw,"Home and lifestyle",27,336.6625,-0.91980099
320-32-8842,C,Naypyitaw,"Food and beverages",24,322.7184,-0.92563176
633-91-1052,A,Yangon,"Home and lifestyle",25,336.6625,-0.92574166
896-34-0956,A,Yangon,"Fashion accessories",22,305.0449,-0.92787947
556-72-8512,C,Naypyitaw,"Home and lifestyle",24,336.6625,-0.92871199
746-19-0921,C,Naypyitaw,"Food and beverages",23,322.7184,-0.92873043
862-29-5914,C,Naypyitaw,"Sports and travel",23,332.0783,-0.93073923
756-49-0168,A,Yangon,"Fashion accessories",21,305.0449,-0.93115768
390-80-5128,B,Mandalay,"Health and beauty",20,323.6184,-0.93819882
382-03-4532,A,Yangon,"Health and beauty",19,323.6184,-0.94128888
559-61-5987,B,Mandalay,"Health and beauty",19,323.6184,-0.94128888
802-43-8934,A,Yangon,"Home and lifestyle",19,336.6625,-0.94356366
489-64-4354,C,Naypyitaw,"Fashion accessories",17,305.0449,-0.94427050
778-71-5554,C,Naypyitaw,"Fashion accessories",16,305.0449,-0.94754871
593-08-5916,A,Yangon,"Fashion accessories",16,305.0449,-0.94754871
490-29-1201,A,Yangon,"Sports and travel",16,332.0783,-0.95181859
236-86-3015,C,Naypyitaw,"Home and lifestyle",15,336.6625,-0.95544499
279-62-1445,C,Naypyitaw,"Fashion accessories",13,305.0449,-0.95738332
192-98-7397,C,Naypyitaw,"Fashion accessories",13,305.0449,-0.95738332
308-39-1707,A,Yangon,"Fashion accessories",13,305.0449,-0.95738332
784-21-9238,C,Naypyitaw,"Sports and travel",11,332.0783,-0.96687528
